PassengerId,Survived_pred,Probability
1015,0,0.143079429824263
1016,0,0.151261400852342
1017,1,0.7341392267352361
1018,0,0.1443478695663374
1019,1,0.7720500009011038
1020,0,0.1536049404786656
1021,0,0.1430723778030332
1022,0,0.14821899214153772
1023,0,0.15543953872759744
1024,0,0.28876506910663974
1025,0,0.14360117495528674
1026,0,0.1550729136669141
1027,0,0.14282264653866608
1028,0,0.1550406545990574
1029,0,0.14104985930262243
1030,1,0.5283657208028995
1031,0,0.2016891289276886
1032,0,0.2075657356288483
1033,1,0.877652100397118
1034,0,0.25112212792824795
1035,0,0.1519210231559724
1036,0,0.15411130630966555
1037,0,0.1146579223908739
1038,0,0.15447780266500633
1039,0,0.14466966046279192
1040,0,0.15442952985741284
1041,0,0.13022497895069096
1042,1,0.8836994763547145
1043,0,0.15374160833595885
1044,0,0.15241330798605432
1045,0,0.5
1046,0,0.09664544187095074
1047,0,0.14243783069213778
1048,1,0.8487603728885742
1049,1,0.5276518274993884
1050,0,0.15411130630966555
1051,1,0.6129165875553917
1052,1,0.8533202603257871
1053,1,0.6050457670932285
1054,1,0.8566491844221857
1055,0,0.14276081795799284
1056,0,0.15314087355405853
1057,0,0.43630469149577833
1058,0,0.1677825983738132
1059,0,0.09326748631582471
1060,1,0.8502743685273846
1061,1,0.5355975489384598
1062,0,0.14346524571507077
1063,0,0.15435836124590027
1064,0,0.11975446913640744
1065,0,0.15319689055651295
1066,0,0.15157028081520324
1067,1,0.9187572169944499
1068,1,0.8800890393315955
1069,0,0.26195551799198213
1070,1,0.6594842303415686
1071,1,0.6474057603938453
1072,0,0.14205653137395557
1073,0,0.2376159846370236
1074,1,0.8898734181937069
1075,0,0.151261400852342
1076,1,0.87614505528348
1077,0,0.15459602361837935
1078,1,0.9190807632275635
1079,0,0.11337371029278838
1080,0,0.1545220778055731
1081,0,0.1525070280507613
1082,0,0.13617919973643602
1083,0,0.15441911459868699
1084,0,0.3548594976842343
1085,0,0.12815083400777105
1086,1,0.8096424752534892
1087,0,0.14911794687700308
1088,1,0.59900107833961
1089,1,0.5514473641934247
1090,0,0.14238683058869278
1091,1,0.5134524913578298
1092,1,0.8624840610031813
1093,1,0.8457340611107851
1094,0,0.4023897086458903
1095,1,0.9397255410441896
1096,0,0.13985321201214673
1097,0,0.15512924343865972
1098,1,0.8294946600219015
1099,0,0.1408744904630339
1100,1,0.8493156067569915
1101,0,0.14268113436971244
1102,0,0.17230489559800827
1103,0,0.14282432956865926
1104,0,0.24750098741952495
1105,1,0.7686892348417252
1106,0,0.2865433316786151
1107,0,0.15381839245414494
1108,1,0.8535092099336414
1109,0,0.2866780045196023
1110,1,0.8923042086863519
1111,0,0.14411673315845613
1112,1,0.8577442888677527
1113,0,0.14617826113925078
1114,1,0.8466045531581324
1115,0,0.14585661398442026
1116,1,0.7834319751020885
1117,1,0.6470700412572589
1118,0,0.14332947819713537
1119,1,0.8533419208552725
1120,0,0.16537623969510354
1121,0,0.14861643567892896
1122,0,0.26381751034489487
1123,1,0.8840339800807302
1124,0,0.12061218236779128
1125,0,0.15133614413865043
1126,0,0.23337099977359765
1127,0,0.14798429769038662
1128,0,0.28573634533569
1129,0,0.17281137037433988
1130,1,0.8938317506448321
1131,1,0.9067403083618079
1132,1,0.768979979894461
1133,1,0.7958202399668403
1134,0,0.26110220451018396
1135,0,0.14390383795769862
1136,0,0.08055726149527966
1137,0,0.15898566560036717
1138,1,0.864230801472174
1139,0,0.10816873085135498
1140,1,0.8534708508329476
1141,1,0.6855854638679417
1142,1,0.9310256490914094
1143,0,0.14807394850068972
1144,0,0.21267784632926875
1145,0,0.1447378443117656
1146,0,0.15080173741244426
1147,0,0.14346524571507077
1148,0,0.151261400852342
1149,0,0.14411673315845613
1150,1,0.8484028517874597
1151,0,0.14583041336644093
1152,0,0.12356336709125709
1153,0,0.14593027285160787
1154,1,0.8673337984655226
1155,1,0.8296005493497087
1156,0,0.12832132960019335
1157,0,0.1439146848561079
1158,0,0.15450326872408543
1159,0,0.14346524571507077
1160,1,0.5132068817201759
1161,0,0.15905884829501635
1162,0,0.17933111240057215
1163,0,0.151261400852342
1164,1,0.8714994205008251
1165,1,0.853404351039078
1166,0,0.15319350433894452
1167,1,0.8494010134016362
1168,0,0.13921659631757488
1169,0,0.1433846243920368
1170,0,0.13278646491675491
1171,0,0.14444530688739676
1172,1,0.5306027050219456
1173,1,0.7614399298219807
1174,1,0.8533419208552725
1175,1,0.8935334569120701
1176,1,0.8233361184887491
1177,0,0.15150849639221564
1178,0,0.143079429824263
1179,0,0.17746146204134583
1180,0,0.15319689055651295
1181,0,0.14411673315845613
1182,0,0.15460160808022524
1183,1,0.8478497777018571
1184,0,0.15319689055651295
1185,0,0.16342838573194593
1186,0,0.15457307191743166
1187,0,0.14282234604328964
1188,1,0.9368318238257849
1189,0,0.15447295207137365
1190,0,0.1522896562928083
1191,0,0.14471468372996862
1192,0,0.14785044280622958
1193,0,0.13070310923354664
1194,0,0.11635795282154957
1195,0,0.14386393991027768
1196,1,0.8533419208552725
1197,1,0.7939406973688676
1198,0,0.32332280783942446
1199,1,0.7691212226568395
1200,0,0.1714689317570127
1201,0,0.43426641178100805
1202,0,0.15500628128970734
1203,0,0.16521054244086225
1204,0,0.1434975687139653
1205,1,0.8177823825397863
1206,1,0.8692680145552814
1207,1,0.8544896185327991
1208,0,0.403995684711003
1209,0,0.15449210665045351
1210,0,0.14319580077266233
1211,0,0.14415845786439813
1212,0,0.14266701993249584
1213,0,0.15755715046924915
1214,0,0.14104985930262243
1215,0,0.1515856441575487
1216,1,0.8640570636919961
1217,0,0.14239855431281512
1218,1,0.7948600303582783
1219,0,0.18140464216645008
1220,0,0.13560785897531477
1221,0,0.14904105725875894
1222,1,0.7839390679317373
1223,0,0.15436727937663847
1224,0,0.15319350433894452
1225,1,0.7750955819931316
1226,0,0.14324974014582162
1227,0,0.15253127905126126
1228,0,0.1439322937158616
1229,0,0.11658136058233091
1230,0,0.15853774563444717
1231,0,0.15319689055651295
1232,0,0.15934688650587694
1233,0,0.14759000603550546
1234,0,0.422744450948869
1235,1,0.7274338067754854
1236,0,0.07857996972238783
1237,1,0.5639329757876352
1238,0,0.14104985930262243
1239,1,0.604627386791764
1240,0,0.14307785398385334
1241,1,0.874519680773944
1242,1,0.8787771512447615
1243,0,0.13985321201214673
1244,0,0.23988425657451726
1245,0,0.14140894096599185
1246,1,0.7849014527355842
1247,0,0.1539397755915579
1248,1,0.7983535431827095
1249,0,0.14389299397912808
1250,0,0.151261400852342
1251,0,0.43502965716556563
1252,0,0.17995072635738793
1253,1,0.9072090565993683
1254,1,0.874519680773944
1255,0,0.14425696621881295
1256,1,0.8893697015786357
1257,0,0.41718598554598113
1258,0,0.14826901792516198
1259,1,0.6480534970110313
1260,1,0.8764088293299432
1261,0,0.12934822908829224
1262,0,0.15448467689741677
1263,1,0.85210469546274
1264,0,0.15740838575328073
1265,0,0.15399750254129585
1266,1,0.9047672008695798
1267,1,0.8388974494361858
1268,0,0.2996552282798503
1269,0,0.14786550621793584
1270,0,0.15545314899450718
1271,0,0.12935024375568152
1272,0,0.151261400852342
1273,0,0.15036761690141717
1274,1,0.5389008060034362
1275,0,0.4772197482998557
1276,0,0.1408781574727017
1277,1,0.8534478630999743
1278,0,0.14272208626252764
1279,0,0.1454448575226398
1280,0,0.1527748251839242
1281,0,0.12867837532824786
1282,0,0.1679208172500672
1283,1,0.9014174439624353
1284,1,0.524585643648476
1285,0,0.1519569507645611
1286,0,0.05371238477194948
1287,1,0.8883901484463784
1288,0,0.14998505789205152
1289,1,0.9122359329465864
1290,0,0.14432165750393675
1291,0,0.15370255745806397
1292,1,0.8674558556028986
1293,0,0.13829406054333884
1294,1,0.8949561031004503
1295,0,0.20400884167275643
1296,0,0.22149269635650318
1297,0,0.1521135376935761
1298,0,0.14383524007425827
1299,0,0.3736149894905392
1300,1,0.8533040417731268
1301,1,0.8060187811135141
1302,1,0.8533419208552725
1303,1,0.8699823937081436
1304,1,0.5121271311160146
1305,0,0.14411673315845613
1306,1,0.877894291104098
1307,0,0.15341120508484513
1308,0,0.14411673315845613
1309,0,0.11757884318498193
