PassengerId,Survived_pred,Probability_sur
1102,0,0.17548337002376185
1103,0,0.02334213227713473
1104,0,0.14584551335220505
1105,1,0.7009182047906041
1106,0,0.020713328388139027
1107,0,0.10065267625676785
1108,1,0.8521191129124177
1109,0,0.04353837462784167
1110,1,0.9591432455623944
1111,0,0.06353094393040852
1112,1,0.8980904483972619
1113,0,0.057339318037934156
1114,1,0.8826060495375166
1115,0,0.08603230995443273
1116,0,0.3340658726523686
1117,0,0.21064774111072457
1118,0,0.08603230995443273
1119,1,0.8376820459542272
1120,0,0.06531555132183312
1121,0,0.17205134299357214
1122,0,0.2654884204905829
1123,1,0.9673830547378505
1124,0,0.051947043697470774
1125,0,0.06330718925876211
1126,0,0.4588182785612128
1127,0,0.08693170742953943
1128,0,0.3920644973688701
1129,1,0.7226251904492407
1130,1,0.8269621615650343
1131,1,0.9953477014178059
1132,1,0.5030633881817865
1133,1,0.9703239255113743
1134,0,0.3667277391180959
1135,0,0.03709612476814316
1136,0,0.038278852894647074
1137,0,0.07597636648438472
1138,1,0.7560737823324852
1139,0,0.13854817044076823
1140,1,0.9539064155229152
1141,0,0.10957720614557828
1142,1,0.8978256038271749
1143,0,0.2405852074489341
1144,0,0.2324035383244179
1145,0,0.08758124978190653
1146,0,0.19187125312941458
1147,0,0.03251007252326858
1148,0,0.05707642051959847
1149,0,0.06353094393040852
1150,1,0.8728284435064461
1151,0,0.08603230995443273
1152,0,0.033853403060954614
1153,0,0.08603230995443273
1154,1,0.9585502269184702
1155,1,0.8397049204014437
1156,0,0.14837236609864674
1157,0,0.03709612476814316
1158,0,0.035588200309056656
1159,0,0.03251007252326858
1160,0,0.17812223252033033
1161,0,0.06233163529030888
1162,0,0.24538158842334207
1163,0,0.05707642051959847
1164,1,0.9188128897456304
1165,1,0.9506995288547649
1166,0,0.058056243293296526
1167,1,0.9282697322850025
1168,0,0.0950639718757204
1169,0,0.06977874536612874
1170,0,0.07120052377337963
1171,0,0.06768859931115175
1172,0,0.11233544710919442
1173,1,0.9784348406055083
1174,1,0.8376820459542272
1175,0,0.32561284888688163
1176,1,0.7910784256168855
1177,0,0.01910067567235402
1178,0,0.03630584825537834
1179,0,0.0606122961744994
1180,0,0.09859116751392913
1181,0,0.06353094393040852
1182,0,0.07440795096195292
1183,0,0.039525827489324844
1184,0,0.09859116751392913
1185,0,0.0860459637507112
1186,0,0.1919210994338848
1187,0,0.04509909302970524
1188,1,0.9416438034966075
1189,0,0.09305618030330068
1190,0,0.10675188337922309
1191,0,0.2260919027143563
1192,0,0.15009616892581693
1193,0,0.04783707881482117
1194,0,0.09599634368042795
1195,0,0.04227328731902664
1196,1,0.8376820459542272
1197,1,0.8561159718332036
1198,0,0.060830100805717775
1199,1,0.8731231154815856
1200,0,0.05911269987083964
1201,0,0.09768082619014572
1202,0,0.06233163529030888
1203,1,0.6094200281473564
1204,0,0.03251007252326858
1205,0,0.04001047685284173
1206,1,0.9776640224093496
1207,1,0.9237633357374883
1208,0,0.31756712793634273
1209,0,0.11350572273136925
1210,0,0.4955993258716707
1211,0,0.03231478933807313
1212,0,0.11402750450651723
1213,0,0.2988859860219906
1214,0,0.0648659312545045
1215,1,0.6766875805365405
1216,1,0.9726927080805673
1217,0,0.05699283008117207
1218,1,0.94364087830362
1219,0,0.08316931451752554
1220,0,0.09382934556074925
1221,0,0.055451436121922444
1222,1,0.9634169813192938
1223,0,0.31788614286920847
1224,0,0.058056243293296526
1225,1,0.971797518154062
1226,0,0.26500746097683997
1227,0,0.31169689692193037
1228,0,0.2685653486792058
1229,0,0.01188815890141304
1230,0,0.1257840603247489
1231,0,0.09859116751392913
1232,0,0.11350572273136925
1233,0,0.03566498984040322
1234,0,0.020130287914178712
1235,1,0.9872998449306661
1236,0,0.03914044979120179
1237,1,0.8780718451416824
1238,0,0.0648659312545045
1239,0,0.05692985884587911
1240,0,0.04222794821409485
1241,1,0.9304407912173367
1242,1,0.9508712038866022
1243,0,0.06691262935274944
1244,0,0.14584551335220505
1245,0,0.08690226715338371
1246,1,0.823152799443464
1247,0,0.022228503726739807
1248,1,0.9974617107332211
1249,0,0.09500998996403473
1250,0,0.05707642051959847
1251,1,0.8525122069576245
1252,0,0.03047719822211421
1253,1,0.964029325830984
1254,1,0.9304407912173367
1255,0,0.33224756705598024
1256,1,0.9928862140361027
1257,0,0.0654731023098681
1258,0,0.04007327611261494
1259,0,0.274754975050116
1260,1,0.9466527247037527
1261,0,0.10699414250666721
1262,0,0.0417986412623458
1263,1,0.9903707149515152
1264,0,0.09605262806632067
1265,0,0.21856558287115832
1266,1,0.9380152739015842
1267,1,0.959969779372877
1268,0,0.047505453043168666
1269,0,0.06097416650851437
1270,0,0.1489128802898251
1271,1,0.751002034844269
1272,0,0.05707642051959847
1273,0,0.07651548830432682
1274,0,0.10772416579221805
1275,1,0.8198880760575631
1276,0,0.08673877230173883
1277,1,0.9717734177009208
1278,0,0.08384349622665835
1279,0,0.021850140872488842
1280,0,0.05344249469043427
1281,0,0.011117100823868872
1282,0,0.15440118505151446
1283,1,0.968846559921781
1284,0,0.14278373257593238
1285,0,0.10262201310196112
1286,0,0.028940302383153794
1287,1,0.9737697465349983
1288,0,0.03477867411959734
1289,1,0.9958908970017013
1290,0,0.08603230995443273
1291,0,0.08693401085409487
1292,1,0.9784128317747346
1293,0,0.024620926279896458
1294,1,0.99450291405695
1295,0,0.10486409614050098
1296,0,0.10864702205726293
1297,0,0.4260800244630808
1298,0,0.02564869335364507
1299,0,0.1010880407622347
1300,1,0.7938304745411077
1301,1,0.7145866842223119
1302,1,0.8376820459542272
1303,1,0.9628264032111046
1304,0,0.4130297621017333
1305,0,0.06353094393040852
1306,1,0.983897602200353
1307,0,0.007229748595721644
1308,0,0.06353094393040852
1309,0,0.1572939321654833
